game_class	game_id	created_date	opening	white_username	black_username	game_result	start_time	end_time	termination	white_elo	black_elo	TimeControl	winner_side	winner_user	opponent_elo	your_elo	elo_category	opening_name
blitz	https://www.chess.com/game/live/123415882112	2025.03.01	"0    D40
Name: ECO, dtype: object"	jay_fh	HamilkarBarkas	0-1	08:18:12	08:21:47	HamilkarBarkas won by resignation	1753	1749	180+2	black	HamilkarBarkas	1749	1753	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/123416306094	2025.03.01	"0    D44
Name: ECO, dtype: object"	jay_fh	n8shade	0-1	08:37:32	08:43:51	n8shade won by checkmate	1746	1790	180+2	black	n8shade	1790	1746	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/123416793798	2025.03.01	"0    B00
Name: ECO, dtype: object"	sonyb2003	jay_fh	1-0	08:59:02	09:06:47	sonyb2003 won by resignation	1806	1739	180+2	white	sonyb2003	1806	1739	Stronger	Nimzowitsch Defense: Colorado Countergambit
blitz	https://www.chess.com/game/live/123421258970	2025.03.01	"0    D25
Name: ECO, dtype: object"	jay_fh	lllsand	1-0	11:54:48	12:00:45	jay_fh won by resignation	1747	1717	180+2	white	jay_fh	1717	1747	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/123421426688	2025.03.01	"0    A02
Name: ECO, dtype: object"	JosephW_CT	jay_fh	0-1	12:00:49	12:08:53	jay_fh won by resignation	1741	1755	180+2	black	jay_fh	1741	1755	Similar	Bird Opening
blitz	https://www.chess.com/game/live/123421685342	2025.03.01	"0    D26
Name: ECO, dtype: object"	jay_fh	JeevanRai22	0-1	12:10:05	12:17:41	JeevanRai22 won by resignation	1745	1687	180+2	black	JeevanRai22	1687	1745	Stronger	Queen's Pawn Game
blitz	https://www.chess.com/game/live/123431279874	2025.03.01	"0    D35
Name: ECO, dtype: object"	sttapi	jay_fh	1/2-1/2	17:14:58	17:21:35	Game drawn by agreement	1696	1744	180+2	draw	draw	1696	1744	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/123431498120	2025.03.01	"0    B13
Name: ECO, dtype: object"	jay_fh	vince_russel	1-0	17:21:39	17:23:37	jay_fh won by resignation	1752	1753	180+2	white	jay_fh	1753	1752	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/123431580186	2025.03.01	"0    A13
Name: ECO, dtype: object"	vince_russel	jay_fh	0-1	17:24:11	17:30:38	jay_fh won on time	1745	1760	180+2	black	jay_fh	1745	1760	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/123432015472	2025.03.01	"0    D38
Name: ECO, dtype: object"	jay_fh	QueensTamer	1-0	17:37:47	17:42:50	jay_fh won by resignation	1768	1750	180+2	white	jay_fh	1750	1768	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/123432177834	2025.03.01	"0    C11
Name: ECO, dtype: object"	KalininAA	jay_fh	0-1	17:42:57	17:46:12	jay_fh won by resignation	1750	1776	180+2	black	jay_fh	1750	1776	Similar	French Defense: Steinitz Variation
blitz	https://www.chess.com/game/live/123432286362	2025.03.01	"0    D12
Name: ECO, dtype: object"	jay_fh	behrozasadi	0-1	17:46:24	17:52:24	behrozasadi won by resignation	1768	1781	180+2	black	behrozasadi	1781	1768	Similar	Queen's Pawn Game
blitz	https://www.chess.com/game/live/123448028994	2025.03.02	"0    C01
Name: ECO, dtype: object"	November79	jay_fh	0-1	05:16:33	05:21:07	jay_fh won by resignation	1740	1776	180+2	black	jay_fh	1740	1776	Similar	French Defense: Exchange Variation
blitz	https://www.chess.com/game/live/123448114348	2025.03.02	"0    E61
Name: ECO, dtype: object"	jay_fh	sidraxkrish	1-0	05:21:14	05:29:13	jay_fh won on time	1786	1842	180+2	white	jay_fh	1842	1786	Stronger	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/123448261710	2025.03.02	"0    C11
Name: ECO, dtype: object"	GMTrombinivga	jay_fh	0-1	05:29:20	05:34:56	jay_fh won by resignation	1854	1796	180+2	black	jay_fh	1854	1796	Stronger	Rat Defense: Small Center Defense
blitz	https://www.chess.com/game/live/123448369988	2025.03.02	"0    D45
Name: ECO, dtype: object"	jay_fh	Fulcanelli1	1-0	05:35:16	05:43:03	jay_fh won on time	1804	1782	180+2	white	jay_fh	1782	1804	Similar	Queen's Pawn Game
blitz	https://www.chess.com/game/live/123448517488	2025.03.02	"0    C01
Name: ECO, dtype: object"	avien17	jay_fh	0-1	05:43:16	05:49:13	jay_fh won on time	1785	1812	180+2	black	jay_fh	1785	1812	Similar	French Defense: Exchange Variation
blitz	https://www.chess.com/game/live/123455672700	2025.03.02	"0    E61
Name: ECO, dtype: object"	jay_fh	kvdrik	0-1	11:01:15	11:07:19	kvdrik won by resignation	1802	1755	180+2	black	kvdrik	1755	1802	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/123457901436	2025.03.02	"0    E06
Name: ECO, dtype: object"	AlZiHD	jay_fh	1-0	12:22:54	12:31:29	AlZiHD won by resignation	1825	1794	180+2	white	AlZiHD	1825	1794	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/123458835912	2025.03.02	"0    E61
Name: ECO, dtype: object"	jay_fh	SuperSecret98765	0-1	12:55:00	13:02:41	SuperSecret98765 won by resignation	1786	1785	180+2	black	SuperSecret98765	1785	1786	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/123462455884	2025.03.02	"0    D02
Name: ECO, dtype: object"	Makarii_o	jay_fh	1-0	14:52:35	14:56:51	Makarii_o won by resignation	1827	1779	180+2	white	Makarii_o	1827	1779	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/123463732316	2025.03.02	"0    A13
Name: ECO, dtype: object"	Cesarflo	jay_fh	0-1	15:32:48	15:39:04	jay_fh won by checkmate	1769	1787	180+2	black	jay_fh	1769	1787	Similar	Zukertort Opening: Shabalov Gambit
blitz	https://www.chess.com/game/live/123463931442	2025.03.02	"0    A84
Name: ECO, dtype: object"	jay_fh	gerhanaaldy	0-1	15:39:10	15:43:44	gerhanaaldy won by resignation	1780	1840	180+2	black	gerhanaaldy	1840	1780	Stronger	Dutch Defense
blitz	https://www.chess.com/game/live/123486798012	2025.03.03	"0    D37
Name: ECO, dtype: object"	RS-Rawat	jay_fh	1-0	07:41:48	07:45:02	RS-Rawat won by resignation	1807	1772	180+2	white	RS-Rawat	1807	1772	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/123486866226	2025.03.03	"0    A40
Name: ECO, dtype: object"	jay_fh	catsbirds	0-1	07:45:09	07:50:04	catsbirds won by resignation	1764	1796	180+2	black	catsbirds	1796	1764	Similar	English Defense
blitz	https://www.chess.com/game/live/123487596992	2025.03.03	"0    D37
Name: ECO, dtype: object"	jay_fh	Shuvo12	0-1	08:20:30	08:21:45	Shuvo12 won by resignation	1756	1764	180+2	black	Shuvo12	1764	1756	Similar	Queen's Pawn Game
blitz	https://www.chess.com/game/live/123491767212	2025.03.03	"0    C02
Name: ECO, dtype: object"	albiesriram	jay_fh	1-0	11:16:13	11:19:19	albiesriram won by resignation	1734	1747	180+2	white	albiesriram	1734	1747	Similar	French Defense: Advance Variation, Euwe Variation
blitz	https://www.chess.com/game/live/123524546134	2025.03.04	"0    E34
Name: ECO, dtype: object"	jay_fh	f16junsu	1-0	08:02:17	08:06:21	jay_fh won by resignation	1754	1716	180+2	white	jay_fh	1716	1754	Similar	Queen's Pawn Game
blitz	https://www.chess.com/game/live/123524635936	2025.03.04	"0    C00
Name: ECO, dtype: object"	Uilsonny	jay_fh	0-1	08:06:27	08:15:13	jay_fh won by resignation	1717	1761	180+2	black	jay_fh	1717	1761	Similar	French Defense: Chigorin Variation
blitz	https://www.chess.com/game/live/123525105506	2025.03.04	"0    C11
Name: ECO, dtype: object"	Leikern	jay_fh	1-0	08:28:04	08:32:25	Leikern won by resignation	1735	1752	180+2	white	Leikern	1735	1752	Similar	French Defense: Steinitz Variation
blitz	https://www.chess.com/game/live/123529936978	2025.03.04	"0    D22
Name: ECO, dtype: object"	jay_fh	n8shade	0-1	11:47:26	11:56:14	n8shade won by checkmate	1745	1802	180+2	black	n8shade	1802	1745	Stronger	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/123530199408	2025.03.04	"0    D43
Name: ECO, dtype: object"	jay_fh	sam_mwaniki	0-1	11:56:59	12:03:34	sam_mwaniki won by resignation	1737	1742	180+2	black	sam_mwaniki	1742	1737	Similar	Queen's Pawn Game
blitz	https://www.chess.com/game/live/123532483164	2025.03.04	"0    A17
Name: ECO, dtype: object"	prompt801	jay_fh	0-1	13:16:14	13:23:49	jay_fh won on time	1697	1744	180+2	black	jay_fh	1697	1744	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/123532711684	2025.03.04	"0    D02
Name: ECO, dtype: object"	Snekkles	jay_fh	0-1	13:23:55	13:29:43	jay_fh won by resignation	1752	1752	180+2	black	jay_fh	1752	1752	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/123532894218	2025.03.04	"0    A40
Name: ECO, dtype: object"	jay_fh	ryanTG88	0-1	13:30:02	13:33:23	ryanTG88 won by resignation	1745	1819	180+2	black	ryanTG88	1819	1745	Stronger	English Defense
blitz	https://www.chess.com/game/live/123534118378	2025.03.04	"0    E61
Name: ECO, dtype: object"	jay_fh	tomaskarlsson	1-0	13:51:06	13:58:12	jay_fh won by resignation	1754	1791	180+2	white	jay_fh	1791	1754	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/123534321570	2025.03.04	"0    D30
Name: ECO, dtype: object"	Chess_Noob0927	jay_fh	0-1	13:58:17	13:59:38	jay_fh won by resignation	1733	1762	180+2	black	jay_fh	1733	1762	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/123534361096	2025.03.04	"0    C01
Name: ECO, dtype: object"	JimmKopsa	jay_fh	0-1	13:59:45	14:03:05	jay_fh won by checkmate	1778	1771	180+2	black	jay_fh	1778	1771	Similar	French Defense: Exchange Variation, Svenonius Variation
blitz	https://www.chess.com/game/live/123534472408	2025.03.04	"0    E61
Name: ECO, dtype: object"	jay_fh	Thinkfulman	1-0	14:03:14	14:09:30	jay_fh won on time	1778	1727	180+2	white	jay_fh	1727	1778	Stronger	Colle System: Pterodactyl Variation
blitz	https://www.chess.com/game/live/123534771620	2025.03.04	"0    D30
Name: ECO, dtype: object"	jay_fh	Metleb68	1-0	14:13:12	14:17:28	jay_fh won by resignation	1786	1789	180+2	white	jay_fh	1789	1786	Similar	Queen's Pawn Game
blitz	https://www.chess.com/game/live/123536211020	2025.03.04	"0    B13
Name: ECO, dtype: object"	jay_fh	arg81	1-0	14:55:28	15:01:43	jay_fh won on time	1796	1844	180+2	white	jay_fh	1844	1796	Similar	Benoni Defense: Benoni Gambit Accepted
blitz	https://www.chess.com/game/live/123536414684	2025.03.04	"0    D00
Name: ECO, dtype: object"	jay_fh	Shuvo12	0-1	15:01:54	15:03:54	Shuvo12 won by resignation	1787	1761	180+2	black	Shuvo12	1761	1787	Similar	Queen's Pawn Game
blitz	https://www.chess.com/game/live/123537971378	2025.03.04	"0    C03
Name: ECO, dtype: object"	jerinroshan	jay_fh	1-0	15:49:32	15:55:57	jerinroshan won on time	1786	1779	180+2	white	jerinroshan	1786	1779	Similar	French Defense: Tarrasch Variation, Botvinnik Variation
blitz	https://www.chess.com/game/live/123570878318	2025.03.05	"0    A13
Name: ECO, dtype: object"	reyhani_adel	jay_fh	0-1	14:17:59	14:20:17	jay_fh won - game abandoned	1797	1788	180+2	black	jay_fh	1797	1788	Similar	Hungarian Opening
blitz	https://www.chess.com/game/live/123570986764	2025.03.05	"0    A00
Name: ECO, dtype: object"	sirnathpogi	jay_fh	1-0	14:21:21	14:26:26	sirnathpogi won by resignation	1940	1783	180+2	white	sirnathpogi	1940	1783	Stronger	Anderssen's Opening
blitz	https://www.chess.com/game/live/123571157406	2025.03.05	"0    E14
Name: ECO, dtype: object"	jay_fh	VladS87	0-1	14:26:35	14:31:10	VladS87 won by resignation	1775	1771	180+2	black	VladS87	1771	1775	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/123577396524	2025.03.05	"0    D30
Name: ECO, dtype: object"	Sukhmanbikram	jay_fh	0-1	17:32:30	17:42:16	jay_fh won by resignation	1777	1783	180+2	black	jay_fh	1777	1783	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/123599592178	2025.03.06	"0    A84
Name: ECO, dtype: object"	jay_fh	faber3nt	0-1	09:42:06	09:50:24	faber3nt won on time	1775	1812	180+2	black	faber3nt	1812	1775	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/123601560156	2025.03.06	"0    C13
Name: ECO, dtype: object"	dabelair	jay_fh	0-1	11:01:46	11:09:57	jay_fh won on time	1759	1783	180+2	black	jay_fh	1759	1783	Similar	French Defense: Classical Variation, Richter Attack
blitz	https://www.chess.com/game/live/123604423196	2025.03.06	"0    A84
Name: ECO, dtype: object"	jay_fh	khairuldccx	0-1	12:46:20	12:48:46	khairuldccx won by resignation	1775	1803	180+2	black	khairuldccx	1803	1775	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/123606695086	2025.03.06	"0    C02
Name: ECO, dtype: object"	JucaMontenegro	jay_fh	0-1	14:01:33	14:09:05	jay_fh won on time	1755	1783	180+2	black	jay_fh	1755	1783	Similar	French Defense: Advance Variation, Euwe Variation
blitz	https://www.chess.com/game/live/123606949918	2025.03.06	"0    C01
Name: ECO, dtype: object"	jay_fh	sistem_tall	1-0	14:09:37	14:18:16	jay_fh won on time	1792	1798	180+2	white	jay_fh	1798	1792	Similar	Englund Gambit Declined: Reversed French
blitz	https://www.chess.com/game/live/123607229272	2025.03.06	"0    D12
Name: ECO, dtype: object"	jay_fh	ArthurMorgan23	1/2-1/2	14:18:21	14:27:13	Game drawn by agreement	1792	1808	180+2	draw	draw	1808	1792	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/123607519222	2025.03.06	"0    C11
Name: ECO, dtype: object"	Nh023	jay_fh	0-1	14:27:19	14:35:45	jay_fh won on time	1774	1800	180+2	black	jay_fh	1774	1800	Similar	French Defense: Steinitz Variation, Boleslavsky Variation
blitz	https://www.chess.com/game/live/123608510238	2025.03.06	"0    D37
Name: ECO, dtype: object"	jay_fh	risiur	1-0	14:57:52	15:05:04	jay_fh won by resignation	1808	1796	180+2	white	jay_fh	1796	1808	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/123628044086	2025.03.07	"0    C01
Name: ECO, dtype: object"	chesshunters33	jay_fh	0-1	02:52:49	03:02:03	jay_fh won by checkmate	1787	1816	180+2	black	jay_fh	1787	1816	Similar	Rat Defense: Small Center Defense
blitz	https://www.chess.com/game/live/123634143562	2025.03.07	"0    B14
Name: ECO, dtype: object"	jay_fh	Igor12345igor	1-0	08:14:11	08:16:20	jay_fh won by checkmate	1823	1773	180+2	white	jay_fh	1773	1823	Similar	Queen's Pawn Game
blitz	https://www.chess.com/game/live/123634192064	2025.03.07	"0    C02
Name: ECO, dtype: object"	TheMagicIL	jay_fh	1-0	08:16:25	08:22:38	TheMagicIL won by resignation	1814	1815	180+2	white	TheMagicIL	1814	1815	Similar	French Defense: Advance Variation, Euwe Variation
blitz	https://www.chess.com/game/live/123635017152	2025.03.07	"0    E61
Name: ECO, dtype: object"	jay_fh	anfurst	1-0	08:53:53	08:59:52	jay_fh won by resignation	1820	1690	180+2	white	jay_fh	1690	1820	Weaker	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/123635302230	2025.03.07	"0    C05
Name: ECO, dtype: object"	Alex_Kirin	jay_fh	1-0	09:06:31	09:11:26	Alex_Kirin won on time	1820	1812	180+2	white	Alex_Kirin	1820	1812	Similar	French Defense: Tarrasch Variation, Botvinnik Variation
blitz	https://www.chess.com/game/live/123636037276	2025.03.07	"0    D00
Name: ECO, dtype: object"	bboss1275	jay_fh	1-0	09:38:04	09:41:02	bboss1275 won by resignation	1892	1806	180+2	white	bboss1275	1892	1806	Stronger	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/123636616710	2025.03.07	"0    A40
Name: ECO, dtype: object"	jay_fh	Jusiukas123	0-1	10:02:06	10:06:58	Jusiukas123 won by resignation	1798	1810	180+2	black	Jusiukas123	1810	1798	Similar	Englund Gambit Declined: Reversed French
blitz	https://www.chess.com/game/live/123636991726	2025.03.07	"0    D53
Name: ECO, dtype: object"	balourdeau	jay_fh	1-0	10:17:20	10:23:34	balourdeau won by resignation	1845	1791	180+2	white	balourdeau	1845	1791	Stronger	English Opening: Anglo-Indian Defense, Queen's Indian Formation
blitz	https://www.chess.com/game/live/136000056496	2025.03.07	"0    D32
Name: ECO, dtype: object"	jay_fh	yycy24	1-0	11:48:06	11:53:13	jay_fh won by resignation	1798	1727	180+2	white	jay_fh	1727	1798	Stronger	Queen's Pawn Game
blitz	https://www.chess.com/game/live/136000201888	2025.03.07	"0    D45
Name: ECO, dtype: object"	jay_fh	redeyebill	1-0	11:53:20	11:58:58	jay_fh won - game abandoned	1805	1742	180+2	white	jay_fh	1742	1805	Stronger	Queen's Pawn Game
blitz	https://www.chess.com/game/live/136000367516	2025.03.07	"0    C00
Name: ECO, dtype: object"	wimwamwom10	jay_fh	0-1	11:59:18	12:01:11	jay_fh won by resignation	1737	1812	180+2	black	jay_fh	1737	1812	Stronger	French Defense: Two Knights Variation
blitz	https://www.chess.com/game/live/136000439658	2025.03.07	"0    C02
Name: ECO, dtype: object"	zouari1973	jay_fh	0-1	12:01:54	12:05:21	jay_fh won - game abandoned	1760	1819	180+2	black	jay_fh	1760	1819	Stronger	French Defense: Advance Variation, Euwe Variation
blitz	https://www.chess.com/game/live/136000555028	2025.03.07	"0    D35
Name: ECO, dtype: object"	BenSchandorff	jay_fh	1-0	12:06:02	12:07:52	BenSchandorff won by resignation	1831	1811	180+2	white	BenSchandorff	1831	1811	Similar	Benoni Defense: Franco-Sicilian Hybrid
